OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,SalesTeam,_CustomerID,Customer,Sales_Region,_StoreID,_ProductID,Product,OrderQuantity,DiscountApplied,UnitPrice,UnitCost,CityName,County,StateCode,State,Type,Latitude,Longitude,AreaCode,Population,HouseholdIncome,MedianIncome,LandArea,WaterArea,TimeZone
SO - 000174,In-Store,WARE-NMK1003,4/10/2018,6/8/2018,6/30/2018,7/6/2018,USD,3,Jerry Green,7,New Ltd,West,140,22,Wine Storage,3.000000,0.050000,2659.900000,2154.52,Atlanta,DeKalb County/Fulton County,GA,Georgia,City,33.762910,-84.422670,678.000000,463878.000000,185820.000000,47527.000000,345684978.000000,2311315.000000,America/New York
SO - 000175,In-Store,WARE-NMK1003,4/10/2018,6/9/2018,6/28/2018,7/3/2018,USD,1,Adam Hernandez,1,Avon Corp,Northeast,107,1,Cookware,1.000000,0.075000,2224.400000,1579.32,New Haven,New Haven County,CT,Connecticut,City,41.308150,-72.928160,203.000000,130322.000000,49771.000000,37192.000000,48407373.000000,3739487.000000,America/New York
SO - 000176,In-Store,WARE-MKL1006,4/10/2018,6/9/2018,6/12/2018,6/16/2018,USD,11,Joshua Little,27,Wuxi Group,South,338,35,Table Linens,7.000000,0.200000,2472.300000,1260.87,Round Rock,Williamson County/Travis County,TX,Texas,City,30.525240,-97.665950,512.000000,115997.000000,35580.000000,72412.000000,92117027.000000,781179.000000,America/Chicago
SO - 000177,In-Store,WARE-UHY1004,4/10/2018,6/9/2018,6/23/2018,6/24/2018,USD,5,Stephen Payne,33,Trigen ,South,232,15,Outdoor Furniture,5.000000,0.050000,1011.700000,799.24,Fayetteville,Cumberland County,NC,North Carolina,City,35.052660,-78.878360,910.000000,201963.000000,78439.000000,43630.000000,382659645.000000,4765966.000000,America/New York
SO - 000178,Wholesale,WARE-UHY1004,4/10/2018,6/9/2018,7/5/2018,7/13/2018,USD,26,Donald Reynolds,28,Dharma Ltd,South,231,28,Phones,6.000000,0.200000,234.500000,128.98,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.981150,-78.902930,919.000000,257636.000000,100513.000000,50420.000000,284339132.000000,2323182.000000,America/New York
SO - 000179,Online,WARE-NMK1003,4/10/2018,6/9/2018,6/14/2018,6/17/2018,USD,13,Todd Roberts,42,Llorens Ltd,West,158,11,Ornaments,4.000000,0.075000,261.300000,143.72,Elgin,Cook County/Kane County,IL,Illinois,City,42.039640,-88.321710,847.000000,112111.000000,35075.000000,60499.000000,96981130.000000,1272788.000000,America/Chicago
SO - 000180,Online,WARE-XYS1001,12/31/2017,6/9/2018,6/27/2018,7/1/2018,USD,18,Shawn Wallace,5,Procter Corp,South,36,29,Pendants,7.000000,0.100000,4006.600000,2844.69,Fremont,Alameda County,CA,California,City,37.548270,-121.988570,510.000000,232206.000000,72684.000000,105355.000000,200632984.000000,26291597.000000,America/Los Angeles
SO - 000181,In-Store,WARE-UHY1004,4/10/2018,6/9/2018,7/5/2018,7/13/2018,USD,3,Jerry Green,10,21st Ltd,West,206,28,Phones,7.000000,0.050000,1333.300000,866.65,Boston,Suffolk County,MA,Massachusetts,City,42.358430,-71.059770,857.000000,667137.000000,256294.000000,55777.000000,125219114.000000,106849577.000000,America/New York
SO - 000182,In-Store,WARE-UHY1004,4/10/2018,6/10/2018,7/7/2018,7/9/2018,USD,10,Jonathan Hawkins,34,OUR Ltd,West,255,15,Outdoor Furniture,5.000000,0.050000,167.500000,90.45,Reno,Washoe County,NV,Nevada,City,39.529630,-119.813800,775.000000,241445.000000,92283.000000,47012.000000,277887963.000000,7380237.000000,America/Los Angeles
SO - 000183,Online,WARE-MKL1006,4/10/2018,6/10/2018,6/28/2018,7/2/2018,USD,14,Paul Holmes,23,E. Ltd,Midwest,336,27,Wreaths,7.000000,0.075000,3195.900000,1821.66,Plano,Collin County/Denton County,TX,Texas,City,33.050770,-96.747940,972.000000,283558.000000,103937.000000,83793.000000,185617682.000000,927319.000000,America/Chicago
SO - 000184,Online,WARE-PUJ1005,4/10/2018,6/10/2018,6/30/2018,7/5/2018,USD,20,Anthony Torres,18,Eminence Corp,West,307,15,Outdoor Furniture,1.000000,0.050000,1051.900000,809.96,Abilene,Jones County/Taylor County,TX,Texas,City,32.454510,-99.738150,325.000000,121721.000000,42348.000000,43189.000000,276322592.000000,14012163.000000,America/Chicago
SO - 000185,Online,WARE-XYS1001,12/31/2017,6/10/2018,6/30/2018,7/3/2018,USD,15,Roger Alexander,8,Medsep Group,Midwest,9,28,Phones,4.000000,0.100000,5447.100000,3540.62,Mesa,Maricopa County,AZ,Arizona,City,33.422270,-111.822640,480.000000,471825.000000,168914.000000,48809.000000,357097953.000000,1950781.000000,America/Phoenix
SO - 000186,Online,WARE-NMK1003,4/10/2018,6/10/2018,6/16/2018,6/24/2018,USD,13,Todd Roberts,36,O.E. Ltd,West,200,18,Basketball,2.000000,0.075000,3182.500000,1973.15,Louisville,Jefferson County,KY,Kentucky,City,38.254240,-85.759410,502.000000,760026.000000,0.000000,0.000000,159116437.000000,12579358.000000,America/New York
SO - 000187,In-Store,WARE-MKL1006,12/31/2017,6/11/2018,6/29/2018,7/1/2018,USD,6,Joshua Bennett,47,Niconovum Corp,Northeast,337,30,Wall Coverings,3.000000,0.100000,891.100000,632.68,Richardson,Collin County/Dallas County,TX,Texas,City,32.972290,-96.708070,972.000000,110815.000000,40020.000000,72427.000000,73982785.000000,234329.000000,America/Chicago
SO - 000188,Online,WARE-NMK1003,12/31/2017,6/11/2018,6/16/2018,6/19/2018,USD,15,Roger Alexander,27,Wuxi Group,Midwest,158,31,Candleholders,2.000000,0.200000,3892.700000,2724.89,Elgin,Cook County/Kane County,IL,Illinois,City,42.039640,-88.321710,847.000000,112111.000000,35075.000000,60499.000000,96981130.000000,1272788.000000,America/Chicago
SO - 000189,Online,WARE-UHY1004,12/31/2017,6/11/2018,6/13/2018,6/16/2018,USD,13,Todd Roberts,5,Procter Corp,West,249,8,Cocktail Glasses,2.000000,0.400000,3953.000000,3360.05,Las Cruces,Do̱a Ana County,NM,New Mexico,City,32.312320,-106.778340,575.000000,101643.000000,38925.000000,41330.000000,199270395.000000,250842.000000,America/Denver
SO - 000190,Online,WARE-NMK1003,12/31/2017,6/11/2018,6/28/2018,7/7/2018,USD,20,Anthony Torres,38,Ascend Ltd,West,185,5,Bathroom Furniture,2.000000,0.300000,924.600000,545.51,Indianapolis,Marion County.,IN,Indiana,City,39.778000,-86.145840,317.000000,862781.000000,316037.000000,51682.000000,949109238.000000,16893545.000000,America/Indiana/Indianapolis
SO - 000191,Online,WARE-NMK1003,4/10/2018,6/11/2018,7/7/2018,7/8/2018,USD,20,Anthony Torres,21,Ohio ,West,189,10,Blankets,7.000000,0.300000,3430.400000,1989.63,South Bend,St. Joseph County,IN,Indiana,City,41.683380,-86.250010,574.000000,101516.000000,39448.000000,34523.000000,107226145.000000,1077799.000000,America/Indiana/Indianapolis
SO - 000192,distributor,WARE-NMK1003,4/10/2018,6/11/2018,6/28/2018,7/6/2018,USD,22,Joe Price,24,Burt's Corp,Northeast,170,43,Festive,7.000000,0.075000,1152.400000,622.30,Peoria,Peoria County,IL,Illinois,City,40.693650,-89.588990,309.000000,115070.000000,47239.000000,45552.000000,124916605.000000,5748402.000000,America/Chicago
SO - 000193,distributor,WARE-NMK1003,4/10/2018,6/11/2018,6/21/2018,6/24/2018,USD,21,Samuel Fowler,25,Prasco Group,Midwest,130,37,Platters,4.000000,0.100000,1085.400000,922.59,Palm Bay,Brevard County,FL,Florida,City,28.034460,-80.588660,321.000000,107888.000000,37821.000000,43163.000000,170217927.000000,8124203.000000,America/New York
SO - 000194,In-Store,WARE-NMK1003,12/31/2017,6/12/2018,6/16/2018,6/22/2018,USD,5,Stephen Payne,11,Apollo Ltd,South,149,15,Outdoor Furniture,5.000000,0.100000,5031.700000,4025.36,Des Moines,Warren County/Polk County,IA,Iowa,City,41.572590,-93.610240,515.000000,210330.000000,81717.000000,46290.000000,230329944.000000,4657227.000000,America/Chicago
SO - 000195,distributor,WARE-NMK1003,4/10/2018,6/12/2018,6/28/2018,7/3/2018,USD,24,Roy Rice,17,Pure Group,Midwest,99,33,Outdoor Decor,7.000000,0.150000,1092.100000,436.84,Lakewood,Jefferson County,CO,Colorado,City,39.704710,-105.081370,303.000000,152597.000000,63159.000000,56954.000000,111039036.000000,3056315.000000,America/Denver
SO - 000196,Wholesale,WARE-XYS1001,12/31/2017,6/12/2018,6/25/2018,6/27/2018,USD,27,Shawn Torres,5,Procter Corp,Northeast,21,17,Furniture Cushions,7.000000,0.050000,187.600000,144.45,Carlsbad,San Diego County,CA,California,City,33.158090,-117.350590,760.000000,113453.000000,42791.000000,90597.000000,97713477.000000,3595655.000000,America/Los Angeles
SO - 000197,Online,WARE-NMK1003,12/31/2017,6/12/2018,7/9/2018,7/16/2018,USD,18,Shawn Wallace,30,S.S.S. Group,South,90,1,Cookware,4.000000,0.050000,3993.200000,2835.17,Arvada,Jefferson County/Adams County,CO,Colorado,City,39.833730,-105.150310,303.000000,115368.000000,44615.000000,69938.000000,100047257.000000,1882996.000000,America/Denver
SO - 000198,Online,WARE-MKL1006,12/31/2017,6/12/2018,6/15/2018,6/18/2018,USD,14,Paul Holmes,9,Ei ,Midwest,360,15,Outdoor Furniture,5.000000,0.050000,2472.300000,1433.93,Renton,King County,WA,Washington,City,47.482880,-122.217070,425.000000,100242.000000,37994.000000,64802.000000,60663567.000000,511360.000000,America/Los Angeles
SO - 000199,In-Store,WARE-XYS1001,4/10/2018,6/12/2018,7/5/2018,7/14/2018,USD,4,Chris Armstrong,47,Niconovum Corp,Northeast,23,47,Audio,4.000000,0.050000,1206.000000,844.20,Clovis,Fresno County,CA,California,City,36.825230,-119.702920,559.000000,104180.000000,34512.000000,62666.000000,62693928.000000,0.000000,America/Los Angeles
SO - 000200,Online,WARE-NMK1003,12/31/2017,6/12/2018,6/22/2018,6/29/2018,USD,20,Anthony Torres,5,Procter Corp,West,144,40,Rugs,5.000000,0.050000,1728.600000,985.30,Sandy Springs,Fulton County,GA,Georgia,City,33.924270,-84.378540,678.000000,105330.000000,43058.000000,63917.000000,97526360.000000,2245984.000000,America/New York
SO - 000201,Wholesale,WARE-NMK1003,12/31/2017,6/12/2018,6/20/2018,6/29/2018,USD,28,Carlos Miller,23,E. Ltd,West,134,23,Accessories,7.000000,0.075000,1983.200000,1447.74,Spring Hill,Hernando County,FL,Florida,CDP,28.476890,-82.525460,352.000000,100270.000000,39038.000000,41308.000000,154983928.000000,6194314.000000,America/New York
SO - 000202,Online,WARE-NMK1003,4/10/2018,6/12/2018,7/10/2018,7/14/2018,USD,20,Anthony Torres,14,Linde ,West,180,11,Ornaments,2.000000,0.200000,5313.100000,2656.55,York,DuPage County,IL,Illinois,Township,41.861770,-87.976100,630.000000,125730.000000,47997.000000,76285.000000,90808706.000000,1568158.000000,America/Chicago
SO - 000203,distributor,WARE-XYS1001,4/10/2018,6/12/2018,6/17/2018,6/25/2018,USD,20,Anthony Torres,44,Winthrop ,West,58,23,Accessories,5.000000,0.075000,871.000000,566.15,Palmdale,Los Angeles County,CA,California,City,34.579430,-118.116460,661.000000,158351.000000,42720.000000,52392.000000,274452754.000000,633935.000000,America/Los Angeles
SO - 000204,Online,WARE-NMK1003,12/31/2017,6/13/2018,6/27/2018,7/1/2018,USD,12,Carl Nguyen,38,Ascend Ltd,Midwest,175,43,Festive,2.000000,0.100000,2532.600000,2051.41,Schaumburg (Township),Cook County,IL,Illinois,Township,42.029110,-88.089510,630.000000,132162.000000,49006.000000,74034.000000,79648612.000000,555721.000000,America/Chicago
SO - 000205,Online,WARE-NMK1003,4/10/2018,6/13/2018,6/25/2018,6/26/2018,USD,14,Paul Holmes,14,Linde ,Midwest,95,1,Cookware,4.000000,0.075000,5916.100000,4673.72,Denver,Denver County,CO,Colorado,City,39.739150,-104.984700,303.000000,682545.000000,275795.000000,53637.000000,397133930.000000,4225831.000000,America/Denver
SO - 000206,Online,WARE-UHY1004,12/31/2017,6/13/2018,6/23/2018,7/1/2018,USD,13,Todd Roberts,34,OUR Ltd,West,231,31,Candleholders,1.000000,0.075000,2887.700000,1443.85,Durham,Durham County/Orange County/Wake County,NC,North Carolina,City,35.981150,-78.902930,919.000000,257636.000000,100513.000000,50420.000000,284339132.000000,2323182.000000,America/New York
SO - 000207,In-Store,WARE-NMK1003,12/31/2017,6/13/2018,6/20/2018,6/22/2018,USD,1,Adam Hernandez,13,Ole Group,Northeast,199,11,Ornaments,7.000000,0.100000,1855.900000,1447.60,Lexington-Fayette,Fayette County,KY,Kentucky,Urban County ,38.049800,-84.458550,859.000000,314488.000000,125752.000000,49778.000000,734642357.000000,4922241.000000,America/New York
SO - 000208,In-Store,WARE-XYS1001,4/10/2018,6/13/2018,6/17/2018,6/19/2018,USD,2,Keith Griffin,5,Procter Corp,Northeast,58,39,Floor Lamps,5.000000,0.100000,207.700000,135.01,Palmdale,Los Angeles County,CA,California,City,34.579430,-118.116460,661.000000,158351.000000,42720.000000,52392.000000,274452754.000000,633935.000000,America/Los Angeles
SO - 000209,In-Store,WARE-MKL1006,12/31/2017,6/13/2018,6/29/2018,7/6/2018,USD,2,Keith Griffin,2,WakeFern ,Northeast,345,3,Table Lamps,3.000000,0.050000,1058.600000,772.78,Provo,Utah County,UT,Utah,City,40.233840,-111.658530,385.000000,115264.000000,32506.000000,41291.000000,107922719.000000,6474977.000000,America/Denver
SO - 000210,Online,WARE-UHY1004,4/10/2018,6/13/2018,7/3/2018,7/13/2018,USD,13,Todd Roberts,17,Pure Group,West,241,20,Bar Tools,7.000000,0.100000,958.100000,517.37,Manchester,Hillsborough County,NH,New Hampshire,City,42.995640,-71.454790,603.000000,110229.000000,45145.000000,54282.000000,85627013.000000,4850146.000000,America/New York
SO - 000211,In-Store,WARE-NMK1003,4/10/2018,6/13/2018,7/8/2018,7/18/2018,USD,6,Joshua Bennett,40,Select ,Northeast,186,27,Wreaths,7.000000,0.200000,2659.900000,1675.74,Lawrence (Township),Marion County,IN,Indiana,Township,39.871600,-86.011560,317.000000,123397.000000,48011.000000,50411.000000,121424443.000000,4188930.000000,America/Indiana/Indianapolis
SO - 000212,In-Store,WARE-NMK1003,12/31/2017,6/13/2018,7/5/2018,7/13/2018,USD,7,Shawn Cook,15,Rochester Ltd,Midwest,144,8,Cocktail Glasses,3.000000,0.100000,2217.700000,1707.63,Sandy Springs,Fulton County,GA,Georgia,City,33.924270,-84.378540,678.000000,105330.000000,43058.000000,63917.000000,97526360.000000,2245984.000000,America/New York
SO - 000213,Online,WARE-XYS1001,12/31/2017,6/14/2018,6/17/2018,6/20/2018,USD,20,Anthony Torres,12,Medline ,West,40,11,Ornaments,1.000000,0.300000,1715.200000,857.60,Glendale,Los Angeles County,CA,California,City,34.142510,-118.255080,818.000000,201020.000000,71498.000000,52574.000000,78818661.000000,337115.000000,America/Los Angeles
SO - 000214,In-Store,WARE-PUJ1005,4/10/2018,6/14/2018,7/6/2018,7/9/2018,USD,6,Joshua Bennett,25,Prasco Group,Northeast,288,32,Vases,7.000000,0.150000,3932.900000,1691.15,Eugene,Lane County,OR,Oregon,City,44.052070,-123.086750,541.000000,163460.000000,66093.000000,43101.000000,114273476.000000,58974.000000,America/Los Angeles
SO - 000215,In-Store,WARE-NMK1003,12/31/2017,6/14/2018,6/19/2018,6/20/2018,USD,2,Keith Griffin,13,Ole Group,Northeast,169,40,Rugs,2.000000,0.050000,2546.000000,1909.50,Palatine (Township),Cook County,IL,Illinois,Township,42.111250,-88.064400,847.000000,114057.000000,42938.000000,77545.000000,92499527.000000,989285.000000,America/Chicago
SO - 000216,Online,WARE-PUJ1005,12/31/2017,6/14/2018,6/26/2018,7/1/2018,USD,15,Roger Alexander,18,Eminence Corp,Midwest,277,21,Floral,1.000000,0.075000,837.500000,603.00,Yonkers,Westchester County,NY,New York,City,40.931210,-73.898750,914.000000,201116.000000,73073.000000,59049.000000,46651457.000000,5916223.000000,America/New York
SO - 000217,Online,WARE-UHY1004,4/10/2018,6/14/2018,6/26/2018,7/5/2018,USD,16,Anthony Berry,3,"Elorac, Corp",West,219,12,Dining Furniture,3.000000,0.150000,1809.000000,1302.48,Minneapolis,Hennepin County,MN,Minnesota,City,44.979970,-93.263840,612.000000,410939.000000,168385.000000,51480.000000,139858340.000000,9027529.000000,America/Chicago
SO - 000218,Wholesale,WARE-PUJ1005,4/10/2018,6/14/2018,6/29/2018,7/3/2018,USD,26,Donald Reynolds,25,Prasco Group,South,306,11,Ornaments,8.000000,0.075000,857.600000,514.56,Nashville,Davidson County,TN,Tennessee,Metropolitan Government,36.169130,-86.784790,615.000000,678889.000000,248677.000000,41759.000000,1304953365.000000,56649279.000000,America/Chicago
SO - 000219,In-Store,WARE-XYS1001,12/31/2017,6/14/2018,6/30/2018,7/7/2018,USD,8,George Lewis,11,Apollo Ltd,West,7,22,Wine Storage,6.000000,0.050000,1748.700000,1101.68,Gilbert,Maricopa County,AZ,Arizona,Town,33.352830,-111.789030,480.000000,247542.000000,73617.000000,82424.000000,176124143.000000,510475.000000,America/Phoenix
SO - 000220,Wholesale,WARE-NBV1002,12/31/2017,6/14/2018,6/16/2018,6/17/2018,USD,28,Carlos Miller,44,Winthrop ,West,78,4,Serveware,1.000000,0.075000,1266.300000,582.50,Santa Rosa,Sonoma County,CA,California,City,38.440470,-122.714430,707.000000,174972.000000,64088.000000,61050.000000,106947059.000000,531185.000000,America/Los Angeles
SO - 000221,In-Store,WARE-XYS1001,12/31/2017,6/14/2018,6/16/2018,6/22/2018,USD,3,Jerry Green,30,S.S.S. Group,West,28,9,Baseball,5.000000,0.100000,5058.500000,3591.54,Downey,Los Angeles County,CA,California,City,33.940010,-118.132570,562.000000,114219.000000,32738.000000,62897.000000,32136795.000000,414376.000000,America/Los Angeles
SO - 000222,distributor,WARE-XYS1001,4/10/2018,6/14/2018,6/28/2018,7/6/2018,USD,22,Joe Price,38,Ascend Ltd,Northeast,39,6,Computers,7.000000,0.050000,958.100000,795.22,Garden Grove,Orange County,CA,California,City,33.773910,-117.941450,657.000000,175393.000000,46998.000000,58449.000000,46508935.000000,45894.000000,America/Los Angeles
SO - 000223,Online,WARE-NMK1003,12/31/2017,6/14/2018,7/10/2018,7/14/2018,USD,19,Nicholas Cunningham,47,Niconovum Corp,South,122,2,Photo Frames,8.000000,0.150000,1802.300000,756.97,Hollywood,Broward County,FL,Florida,City,26.011200,-80.149490,954.000000,149728.000000,55823.000000,46791.000000,70639073.000000,8937087.000000,America/New York
SO - 000224,In-Store,WARE-XYS1001,4/10/2018,6/15/2018,7/7/2018,7/16/2018,USD,4,Chris Armstrong,17,Pure Group,Northeast,48,32,Vases,4.000000,0.075000,6298.000000,4534.56,Los Angeles,Los Angeles County,CA,California,City,34.052230,-118.243680,213.000000,3971883.000000,1342761.000000,50205.000000,1214027148.000000,88124562.000000,America/Los Angeles
SO - 000225,Online,WARE-XYS1001,12/31/2017,6/15/2018,7/2/2018,7/6/2018,USD,18,Shawn Wallace,28,Dharma Ltd,South,1,30,Wall Coverings,1.000000,0.100000,2499.100000,1824.34,Birmingham,Shelby County/Jefferson County,AL,Alabama,City,33.527440,-86.799050,205.000000,212461.000000,89972.000000,31061.000000,378353942.000000,6591013.000000,America/Chicago
SO - 000226,In-Store,WARE-NMK1003,4/10/2018,6/15/2018,6/19/2018,6/23/2018,USD,8,George Lewis,5,Procter Corp,West,198,23,Accessories,3.000000,0.100000,871.000000,705.51,Wichita,Sedgwick County,KS,Kansas,City,37.692240,-97.337540,316.000000,389965.000000,150683.000000,45947.000000,415365564.000000,11294497.000000,America/Chicago
SO - 000227,In-Store,WARE-UHY1004,12/31/2017,6/15/2018,7/12/2018,7/18/2018,USD,1,Adam Hernandez,32,OHTA'S Corp,Northeast,242,5,Bathroom Furniture,1.000000,0.050000,750.400000,360.19,Edison,Middlesex County,NJ,New Jersey,Township,40.503990,-74.349410,848.000000,102701.000000,35198.000000,90515.000000,77862691.000000,1630832.000000,America/New York
SO - 000228,Wholesale,WARE-NMK1003,4/10/2018,6/15/2018,6/23/2018,6/27/2018,USD,27,Shawn Torres,21,Ohio ,Northeast,200,14,Mirrors,8.000000,0.075000,763.800000,504.11,Louisville,Jefferson County,KY,Kentucky,City,38.254240,-85.759410,502.000000,760026.000000,0.000000,0.000000,159116437.000000,12579358.000000,America/New York
SO - 000229,In-Store,WARE-PUJ1005,12/31/2017,6/15/2018,6/26/2018,7/2/2018,USD,5,Stephen Payne,49,Bare ,South,304,25,TV and video,6.000000,0.100000,844.200000,565.61,Memphis,Shelby County,TN,Tennessee,City,35.149530,-90.048980,901.000000,655770.000000,249775.000000,36445.000000,822013083.000000,23171205.000000,America/Chicago
SO - 000230,In-Store,WARE-XYS1001,4/10/2018,6/15/2018,7/5/2018,7/14/2018,USD,2,Keith Griffin,6,"PEDIFIX, Corp",Northeast,31,27,Wreaths,7.000000,0.050000,261.300000,112.36,Elk Grove,Sacramento County,CA,California,City,38.408800,-121.371620,916.000000,166913.000000,49316.000000,79487.000000,109287233.000000,120267.000000,America/Los Angeles
SO - 000231,Online,WARE-NBV1002,12/31/2017,6/15/2018,7/6/2018,7/16/2018,USD,19,Nicholas Cunningham,47,Niconovum Corp,South,71,33,Outdoor Decor,2.000000,0.050000,3999.900000,2359.94,San Francisco,San Francisco County,CA,California,City,37.775000,-122.419440,415.000000,864816.000000,353287.000000,81294.000000,121455687.000000,479136515.000000,America/Los Angeles
SO - 000232,In-Store,WARE-UHY1004,12/31/2017,6/15/2018,6/25/2018,7/3/2018,USD,4,Chris Armstrong,32,OHTA'S Corp,Northeast,250,18,Basketball,6.000000,0.050000,1112.200000,811.91,Enterprise,Clark County,NV,Nevada,CDP,36.025250,-115.241940,702.000000,124564.000000,43699.000000,68137.000000,120207609.000000,0.000000,America/Los Angeles
